,times,positions,speeds
0,2.901613235473633,0.0,0.0
1,2.9386606216430664,2.4493789544650295e-05,0.0031878040193929523
2,2.98012638092041,0.0002862299168649373,0.008925851487781994
3,3.0180845260620117,0.0008416424715472135,0.02422731062521368
4,3.0604162216186523,0.003091765008422654,0.07140681190225595
5,3.0974574089050293,0.004758998861164741,0.043354138243797274
6,3.136211395263672,0.007117550311339644,0.06184340042778139
7,3.17478609085083,0.008539771554483083,0.04972974589344697
8,3.213357448577881,0.011705397728479753,0.09372143867602988
9,3.252011299133301,0.015474583502036378,0.06821901430361044
10,3.290949821472168,0.020099669697841095,0.13516289462493225
11,3.33050537109375,0.02532285513391988,0.15620239986877624
12,3.369225025177002,0.03161523744426014,0.1466389883943017
13,3.4074883460998535,0.03844879303711982,0.1587526429286361
14,3.4462943077087402,0.04546976285445423,0.16895361516807564
15,3.485103130340576,0.052524304230818816,0.18361751276226992
16,3.523451805114746,0.05930212306617883,0.1995565318863942
17,3.5619869232177734,0.06583893895143862,0.20210677494625406
18,3.6046924591064453,0.07313796371215749,0.21294532040301722
19,3.643746852874756,0.07986167704900635,0.18744288980441845
20,3.6827292442321777,0.0862927475042645,0.16640338456057444
21,3.7224459648132324,0.09251382138256234,0.1460014400816954
22,3.761227607727051,0.0983434927224934,0.10328486882904245
23,3.800720691680908,0.10399955327755842,0.15875265538099484
24,3.839890480041504,0.10896697349230912,0.15365216926127506
25,3.8786282539367676,0.1138160464900632,0.11029803724365711
26,3.9169912338256836,0.11973994482820693,0.13261266401743108
27,3.9556241035461426,0.12440844617258687,0.14727656161162536
28,3.994475841522217,0.13001419919854135,0.1415385147269406
29,4.0333147048950195,0.13573988089104622,0.10328486882904245
30,4.072009086608887,0.1413904997653634,0.1695911883853993
31,4.111358642578125,0.14713422492561104,0.17086630991532925
32,4.151622295379639,0.153208336066641,0.15875265538099484
33,4.189516067504883,0.15910671952182745,0.1447263185517655
34,4.226609706878662,0.1654896740631047,0.12623705636778135
