,times,positions,speeds
0,2.8989570140838623,0.0,0.0
1,2.936739206314087,8.052940365289957e-05,0.0038253649789260265
2,2.976567029953003,0.0003455280489501558,0.009563412252746963
3,3.0186564922332764,0.0011595449627420024,0.03825364901098785
4,3.0588080883026123,0.003593694682528279,0.05164242818834188
5,3.0983638763427734,0.005205833074243265,0.05546779277813169
6,3.138676166534424,0.00760063334056686,0.031878044474427825
7,3.178036689758301,0.00916809889547888,0.07140681190225595
8,3.2146897315979004,0.012557201324718598,0.10583509943654365
9,3.253277063369751,0.016108072345709483,0.09499656643213916
10,3.2939462661743164,0.021464722162235425,0.1485516706891966
11,3.33066463470459,0.026192901435640632,0.15237703527898644
12,3.3667895793914795,0.032008825371577135,0.1511019137490565
13,3.4035677909851074,0.03852665140983357,0.15237703527898644
14,3.4415996074676514,0.04529533644009394,0.18361751276226992
15,3.4773945808410645,0.05166109427401928,0.1970062888265343
16,3.515252113342285,0.05828525100313578,0.2008316534163241
17,3.553964853286743,0.06479066203977757,0.18234239123234
18,3.591762065887451,0.07123943974909394,0.16321556828339093
19,3.627758264541626,0.07754413121599997,0.15046436543645023
20,3.6653895378112793,0.08386738914971387,0.13069998172253613
21,3.7045140266418457,0.09036506727160873,0.13835071090211576
22,3.742671251296997,0.09599511484936882,0.17660435680001396
23,3.779059886932373,0.10107344822297779,0.15556485155616998
24,3.8157167434692383,0.10625279513028589,0.10009706500421761
25,3.853912115097046,0.11173213181081217,0.15046436543645023
26,3.8896431922912598,0.11583422516778588,0.1530146084963101
27,3.92756986618042,0.1210363847962154,0.0835204851151284
28,3.966672658920288,0.12672784740703813,0.16066533767588972
29,4.004560947418213,0.1318089701089938,0.15428973002624002
30,4.040541648864746,0.13694970225200198,0.13771315013715082
31,4.077935218811035,0.14274842948058658,0.133250224782396
32,4.116321563720703,0.1483785144154228,0.17915459985987384
33,4.152390718460083,0.15364311017032756,0.15237689830304083
34,4.192408323287964,0.16025493906434024,0.15173933753807584
35,4.232408761978149,0.1665676373978844,0.15365201983297078
36,4.273627519607544,0.17312694224293965,0.1364378791789166
37,4.315025806427002,0.18010892995139274,0.1358003184139516
38,4.354211330413818,0.18610165247602012,0.18744274037611416
39,4.391408681869507,0.1917512876140007,0.1657656743673052
40,4.428314924240112,0.1976137833714405,0.1593900667176555
41,4.465235233306885,0.20356720625204,0.12878714999933694
